OBJECTID,tractce,geoid,intptlat,intptlon,disability_mental,disability_physical,disability_total,gender_female,gender_trans,gender_total,race_eth_origin_african,race_eth_origin_african_america,race_eth_origin_american,race_eth_origin_american_indian,race_eth_origin_armenian,race_eth_origin_api,race_eth_origin_azerbaijani,race_eth_origin_canadian,race_eth_origin_croatian,race_eth_origin_danish,race_eth_origin_ethiopian,race_eth_origin_french,race_eth_origin_german,race_eth_origin_jamaican,race_eth_origin_latino,race_eth_origin_middle_easterne,race_eth_origin_multi_racial,race_eth_origin_nonwhite,race_eth_origin_other,race_eth_origin_portuguese,race_eth_origin_romani_gypsy,race_eth_origin_russian,race_eth_origin_serbian,race_eth_origin_turkish,race_eth_origin_unknown,race_eth_origin_white,race_eth_origin_total,religion_atheist_agnostic,religion_buddhist,religion_catholic,religion_christian,religion_hindu,religion_jehovahs_witness,religion_jewish,religion_mormon_lds,religion_muslim,religion_other,religion_other_christian,religion_protestant,religion_scientologist,religion_sikh,religion_unknown,religion_total,sept11_middle_east_conflict_arm,sept11_middle_east_conflict_dan,sept11_middle_east_conflict_jew,sept11_middle_east_conflict_mid,sept11_middle_east_conflict_mus,sept11_middle_east_conflict_unk,sept11_middle_east_conflict_tot,sexual_orientation_bisexual,sexual_orientation_gay_male,sexual_orientation_heterosexual,sexual_orientation_lesbian,sexual_orientation_lgbt_not_spe,sexual_orientation_total,unknown_total,blank_total,tract_total,SHAPE_Length,SHAPE_Area
1798,402803,06037402803,+34.0478489,-117.7453051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10582.2537464623,6784198.30213744
1799,402804,06037402804,+34.0483607,-117.7322415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16146.2276838417,14111982.1475854
1800,109400,06037109400,+34.2687153,-118.4557009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17559.4018253716,13893160.9002559
1801,407801,06037407801,+34.0302293,-117.9214946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13057.7098496728,11539231.240994
1802,407802,06037407802,+34.0229329,-117.9348629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31272.8593987177,33726071.4308774
1803,408140,06037408140,+34.0095219,-117.9032402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13479.8020024655,9877056.92082899
1804,406701,06037406701,+34.0552717,-117.9463753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13656.7109783237,10150061.450237
1805,111201,06037111201,+34.2748338,-118.5101489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25205.245882686,20587432.4262688
1806,128210,06037128210,+34.1835838,-118.4443453,,,,,2,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,,,,3,,,,,,,,,3,,,,3,,,11,9764.43827507086,5919273.86540411
1807,128303,06037128303,+34.1830757,-118.4523813,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9765.85927024384,4455356.35688729
1808,128400,06037128400,+34.1765495,-118.4588523,,,,1,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,,,1,,,7,22571.8202683221,18576565.2190613
1809,128500,06037128500,+34.1703043,-118.4443439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,13224.6566382434,10481214.3513686
1810,123304,06037123304,+34.1965389,-118.4060882,,,,,2,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,13423.346683201,9461746.25309321
1811,400900,06037400900,+34.1360086,-117.8769191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,21205.6836926213,21172235.4567709
1812,109800,06037109800,+34.2537115,-118.4815974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,16580.2293758133,15061830.2647755
1813,123601,06037123601,+34.1774941,-118.4162038,,,,,,,,3,,,2,,,,,,,,,,1,,,,,,,,,,3,,9,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,1,,12,18301.2828578181,16494226.6348975
1814,123700,06037123700,+34.1848596,-118.4095169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,5,,,,,,,,,,,,,,,,5,13103.9364375054,10250472.0413662
1815,123800,06037123800,+34.1797390,-118.4014358,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,3,,,,,,,,1,4,,,,,,,,,,,,,,1,,6,17448.997289739,13885037.9442795
1816,401001,06037401001,+34.1408746,-117.8525000,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15802.9951081394,15605775.0836213
1817,401002,06037401002,+34.1415042,-117.8658886,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15902.4227119461,15859141.8889598
1818,401101,06037401101,+34.1236002,-117.8541630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,25073.8402079251,32453940.0693642
1819,403322,06037403322,+33.9909932,-117.8357133,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27236.6736674274,24968345.6520114
1820,113211,06037113211,+34.2675047,-118.6227776,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,6,,,,,,,4,,1,,,,,,,5,,,,,,,,,,,,,,,,11,37917.3610190754,78395455.1038047
1821,131020,06037131020,+34.2001766,-118.5395023,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17611.1573254854,15552365.347928
1822,131200,06037131200,+34.2147262,-118.5142310,,,,,,,,3,,,,,,,,,,,,,2,,,,,,,,,,,,5,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,6,14480.9908774043,12145358.9535479
1823,572100,06037572100,+33.8224328,-118.2032005,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13673.2870303432,8496730.53016547
1824,224200,06037224200,+34.0406213,-118.2767182,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,8643.30018235993,3963203.17944944
1825,403323,06037403323,+33.9980595,-117.8237196,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25231.6952991612,32469171.5319424
1826,406300,06037406300,+34.0549939,-117.8778643,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,31800.2750010083,54704421.4562509
1827,406402,06037406402,+34.0580051,-117.9005028,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15923.4319141651,10534674.4126141
1828,241202,06037241202,+33.9334312,-118.2857529,,,,,1,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,5,,,8,14033.8084494257,12521418.9719341
1829,406500,06037406500,+34.0663578,-117.9188723,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,5,20253.8311087277,22027097.5019228
1830,262501,06037262501,+34.0503509,-118.5202383,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,19927.6728218464,17635347.4410108
1831,239802,06037239802,+33.9624080,-118.2629489,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,11250.575607642,6560208.96386844
1832,265601,06037265601,+34.0558599,-118.4327259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,2,,,,,,,,,1,,1,,2,,,4,11465.5635587522,6706904.14046648
1833,461501,06037461501,+34.1741650,-118.1372082,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13636.9044492987,10807053.5201365
1834,237201,06037237201,+33.9857256,-118.2991149,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8888.39173015249,4880485.20674634
1835,900508,06037900508,+34.6789817,-118.0721979,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,4,26702.9364838195,42899843.5055124
1836,901008,06037901008,+34.6966423,-118.1748108,,,,,,,,2,,,,1,,,,,,,,,1,1,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,7,21521.0803922009,28869379.2819738
1837,106649,06037106649,+34.2892496,-118.4606550,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,20764.1805146029,11975572.9448106
1838,113237,06037113237,+34.2451986,-118.6126947,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,36474.9996431537,51094888.504787
1839,239201,06037239201,+33.9857805,-118.2771699,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,8889.20071749171,4842417.28265714
1840,542105,06037542105,+33.8932111,-118.1990650,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,12028.2817326775,6711581.87192019
1841,542106,06037542106,+33.8921461,-118.1889406,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,17421.8878757915,9421179.43183587
1842,408631,06037408631,+34.0002614,-117.9583696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,16709.4249614838,15999105.4857266
1843,190401,06037190401,+34.1035718,-118.3027866,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5352.448943439,1796752.67600468
1844,207501,06037207501,+34.0564422,-118.2529675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,4896.76557892055,1445854.24914393
1845,185203,06037185203,+34.1001268,-118.2316876,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,4,11949.3508202529,5899570.43037562
1846,433200,06037433200,+34.0677993,-118.0367787,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,5,22173.1935123275,19102025.4221235
1847,433302,06037433302,+34.0629755,-118.0143558,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17001.2005387371,9239720.39432311
1848,433403,06037433403,+34.0627564,-118.0270375,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11940.532308969,7607603.05562891
1849,212303,06037212303,+34.0597633,-118.2935144,,,,,,,,3,,,,1,,,,,,,,,1,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,6,5219.25385861568,1675322.39756473
1850,408137,06037408137,+34.0084495,-117.8838337,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14267.310463458,8942495.99038105
1851,275500,06037275500,+33.9918105,-118.4148705,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,17,11765.8860725007,8479364.30884294
1852,920116,06037920116,+34.4775443,-118.6264003,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,5,44200.7277190469,79906314.7311498
1853,224320,06037224320,+34.0415850,-118.2808542,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8444.16960529182,3129822.62302702
1854,920119,06037920119,+34.4636693,-118.6354865,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,3,34205.3917106029,54513107.3239797
1855,201200,06037201200,+34.0887085,-118.1785472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,10433.2498049056,4745344.71354048
1856,191203,06037191203,+34.0931674,-118.2939076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,5985.14698302085,2208777.33800063
1857,135201,06037135201,+34.1903616,-118.6261323,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,4,18595.2000683683,16487042.0776823
1858,920338,06037920338,+34.3860639,-118.5964152,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,2,,1,,,,,,,3,,,,,,,,,,,,,,,,5,34243.7869137504,40076489.3701521
1859,221601,06037221601,+34.0348166,-118.2959265,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,3,8298.43006947373,3981517.75150768
1860,980031,06037980031,+33.7390903,-118.2585391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,2,82569.8909841774,279116251.368105
1861,113213,06037113213,+34.2515000,-118.6078470,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,3,16855.5137288374,14001134.38619
1862,296600,06037296600,+33.7397829,-118.2923625,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,2,6,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,1,,,8,12269.8715611035,9063985.26544877
1863,238400,06037238400,+33.9563491,-118.3089917,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,6,15895.8087852131,14010206.3933479
1864,403303,06037403303,+34.0024312,-117.8593987,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,34796.3589838474,47945674.5466882
1865,227010,06037227010,+34.0185256,-118.2469968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,11858.4771762696,6234440.73921554
1866,219300,06037219300,+34.0267587,-118.3318299,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,4,11233.6223018098,7016026.58150505
1867,530301,06037530301,+34.0294615,-118.1551890,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,4,,,9,11122.5904052243,6288819.6035853
1868,403403,06037403403,+34.0332978,-117.8406681,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,42109.8335757811,40342056.4575621
1869,204420,06037204420,+34.0445316,-118.2116198,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7655.41869990659,3251272.35507509
1870,239320,06037239320,+33.9785676,-118.2717384,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8282.41243407884,3735937.27049053
1871,920013,06037920013,+34.4297662,-118.5230964,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,44717.0645622538,90535827.232282
1872,211320,06037211320,+34.0708715,-118.2941394,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,2,5674.50881755389,2004977.21494746
1873,262301,06037262301,+34.0925404,-118.4910639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,74504.4384335574,140540824.6555
1874,920312,06037920312,+34.3629821,-118.5258812,,,,,,,,1,,,,,,,,,,,,,1,2,,,,,,,,,,,4,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,6,58038.0801129077,137342675.764006
1875,206300,06037206300,+34.0411108,-118.2432134,,,,,9,9,,9,,,,1,,,,,,,,,3,,,,,,,,,,,5,18,,,,,,,,,,,,,,,,,,,,,,,,1,13,,2,,16,,,43,13167.1657337876,6637586.94542182
1876,267501,06037267501,+34.0413355,-118.4560691,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,2,9067.55047708296,4885175.26690255
1877,535501,06037535501,+33.9611660,-118.2221109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,12074.2902010701,5293204.41685845
1878,218120,06037218120,+34.0435631,-118.3206759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,8884.87354389798,4792162.65375531
1879,501600,06037501600,+33.9760214,-118.0085550,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,5,48230.9024833974,105337722.391442
1880,237300,06037237300,+33.9782832,-118.3110714,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,13459.4831275748,10739283.6933495
1881,408402,06037408402,+34.0145909,-118.0024823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,62505.9590424897,124586092.373294
1882,120010,06037120010,+34.2191995,-118.4622655,,,,,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10236.1612152824,6087626.43404845
1883,576501,06037576501,+33.7722390,-118.1787306,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7291.40479370482,3136672.63752004
1884,294810,06037294810,+33.7795265,-118.2714945,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,5,7567.76843534217,3449897.04482863
1885,573002,06037573002,+33.7934840,-118.1915444,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,7924.94116587869,3493340.04609636
1886,571200,06037571200,+33.8395918,-118.1336246,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,21376.0385414521,28136793.72444
1887,552900,06037552900,+33.8912102,-118.0911533,,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,5,16008.3356018472,14101549.0415886
1888,212610,06037212610,+34.0598448,-118.3138698,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,3,8377.3708207296,3844338.60514683
1889,189701,06037189701,+34.1319418,-118.3345237,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,39040.6058338818,46774534.463605
1890,183620,06037183620,+34.1151760,-118.1898523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9445.37317487014,5569786.87924801
1891,212620,06037212620,+34.0563607,-118.3130597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,7948.0798431572,3106627.79502499
1892,143800,06037143800,+34.1355558,-118.3805968,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,2,,,,,,,,,2,,,,,,,,,,,,,,1,,6,36235.4891645787,28059438.7057763
1893,400205,06037400205,+34.1521556,-117.7176795,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,88576.6872735624,254544898.109676
1894,212800,06037212800,+34.0518662,-118.3305985,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,11737.6307339451,8409446.82003638
1895,603704,06037603704,+33.9001056,-118.3319132,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10545.7838946666,6941975.04779666
1896,600100,06037600100,+33.9551471,-118.2956255,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12355.0287872477,8154795.435933
1897,533603,06037533603,+33.9724728,-118.1950660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,16313.6630494809,8686453.7708549
1898,980015,06037980015,+33.7732472,-118.2888391,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35820.1506265104,58235952.2712547
1899,212900,06037212900,+34.0494541,-118.3215149,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,,,6,8954.95684093913,4021574.84760119
1900,262601,06037262601,+34.0738344,-118.5557893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,35450.3548126308,38968307.0221865
1901,300100,06037300100,+34.2442558,-118.2325716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,2,30860.9945984962,49538266.6226814
1902,600201,06037600201,+33.9482522,-118.2972695,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,4,11426.6774102237,6304691.20892664
1903,300501,06037300501,+34.2206688,-118.2399756,,,,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,1,,,6,20363.7018942674,13677703.2606364
1904,310701,06037310701,+34.1853923,-118.3128440,,,,,,,,7,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,,,10,11912.0079529828,5546692.87208175
1905,600202,06037600202,+33.9426036,-118.2991423,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,14579.082558635,8925264.92464173
1906,213100,06037213100,+34.0506364,-118.3126928,,,,,,,,2,,,,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10508.2814093518,5780618.33487453
1907,599000,06037599000,+33.3424605,-118.3292211,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,4,30716.2372254555,41343299.5186659
1908,600302,06037600302,+33.9354750,-118.3046455,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,3,,,6,11924.3361864579,8796023.62871491
1909,600400,06037600400,+33.9368912,-118.3141023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,2,16082.8846430174,10608018.5836891
1910,620501,06037620501,+33.8873629,-118.3699718,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21157.2414603887,27799249.2253196
1911,620522,06037620522,+33.8764601,-118.3749726,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,2,11356.7872210571,8055864.71274256
1912,620400,06037620400,+33.8941912,-118.3862707,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21137.8177732514,27802504.5333879
1913,234700,06037234700,+33.9872213,-118.3276852,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,7,14837.8394112204,7987582.95664076
1914,504101,06037504101,+33.9099095,-118.0333160,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15847.7486711134,13117424.3001165
1915,534900,06037534900,+33.9707698,-118.2367913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,3,,,3,14947.6593824179,11282605.2652144
1916,535101,06037535101,+33.9644276,-118.2488118,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,1,,6,16478.8422990499,12205869.3937867
1917,535200,06037535200,+33.9512593,-118.2508919,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,,3,17912.1933574914,9316209.73917264
